"id","price"
8826,12030
918,8500
1661,15580
17554,13200
17307,3495
16181,17250
2790,11990
9573,15000
4826,9000
12148,14770
2505,19991
1612,5491
17054,3895
13679,6579
7103,9997
2688,9500
7265,11746
13789,5495
3992,21000
12584,17000
3930,6890
15369,11989
15513,17200
11996,8700
12170,12490
6203,8299
6025,16490
1345,10100
3509,10720
14243,7812
1961,19990
1820,8000
13039,7490
16961,6495
5298,18250
9186,9000
11653,8595
13177,11499
214,14498
124,16995
1465,11991
7225,15950
16225,4899
6493,17520
1733,10498
77,4790
5433,10491
1757,15998
962,11298
15860,10995
17363,4995
3400,11640
7041,19999
5302,13499
162,11995
165,11498
12703,9750
8488,10420
8692,11500
14518,18490
5795,7591
2329,15998
16846,3000
5718,9395
14627,8399
10635,16500
2100,18500
1179,13860
15671,17325
5589,9510
15083,9000
16178,10495
1769,8698
5807,10190
14734,9699
9278,13595
1946,9690
14735,17499
17562,11000
9026,21000
5063,15950
16690,13149
10822,12299
16246,16498
12901,10750
10941,13800
1622,5350
1586,8110
14809,6395
11976,14600
9630,5990
3070,8691
10823,8799
2308,16300
11457,18999
7825,15440
9325,13500
16270,6000
7607,6920
12445,10990
13234,20500
8652,18500
8127,13995
799,13498
1490,19000
17503,12900
17681,3800
6548,14699
1707,12500
11326,10799
13063,20000
4552,14450
10889,10799
9878,19695
6470,11490
13917,12775
6000,16790
1142,20991
17321,5395
11178,18599
4156,9997
4012,15500
8010,6998
9770,10000
1573,8295
16217,20795
17728,12500
3611,9292
479,9998
10446,10490
11357,8000
13795,15295
2332,13798
3214,19800
1948,19995
17724,9000
6860,8400
310,19999
1090,8095
13116,8495
12291,10000
13816,5999
8276,18999
16636,12699
4117,10298
2041,10498
15076,16799
3743,10900
17749,5995
15552,12300
5521,12990
3783,7250
12010,13200
1207,15998
9927,12995
14194,9189
4768,9850
9355,10600
4526,13461
4423,9450
11804,11100
8791,11000
17252,11995
10630,12000
10261,19444
14334,9698
5957,17500
13163,15510
14242,10499
2061,12595
213,17698
16522,13999
10174,15995
13338,10790
5475,11495
17349,2375
15791,10289
17941,21999
4383,17390
55,14495
1593,7491
6066,7260
8820,10000
2820,6700
5212,14991
4910,8300
7160,8795
17639,9999
6202,10499
1424,10000
5388,17520
10276,17595
944,18750
7503,9598
7945,9617
3882,10390
6858,8140
10534,9479
1416,7381
10879,16999
13260,10000
9607,18900
14570,11599
7732,22000
8869,14995
7893,12250
10019,11295
980,11500
12928,10190
5560,9910
7771,13498
1192,8791
3462,8710
1166,9880
3734,8750
7213,8498
3808,9997
12623,15800
7637,8491
6136,14999
6402,12250
14503,7992
15566,8400
9326,7550
4920,11590
1421,8390
8022,9800
12687,16000
687,9498
14396,7626
15020,8400
10738,26490
16794,7199
8624,14290
6457,6051
16289,9950
4715,13250
5299,9891
7533,17350
3027,7190
7643,13650
14477,9797
16382,5990
16301,9595
5804,11920
12387,17000
11234,15799
3037,18280
5704,13352
6408,7395
8295,7699
1607,7991
6263,10993
3911,11390
7141,12495
13900,3995
7762,9540
499,20398
6552,10695
9299,9700
3581,9490
6164,7240
12150,14970
7491,16230
1672,10500
3161,12950
1812,21250
11437,19799
11241,18999
11191,10599
10447,25990
10708,10499
4128,11498
9116,11495
10012,16495
6852,11430
11451,14500
14206,9999
3708,9399
11739,9990
2929,13300
15184,7500
15443,10300
8260,11495
5613,6741
14502,7991
11199,17799
8274,17499
9522,10848
3455,7951
4358,10490
3695,10750
16872,7500
3920,9350
17168,7995
15236,11999
7608,6365
17831,17799
17489,10500
14653,12499
596,19998
5075,8498
3909,10997
12918,10499
16789,2495
10388,9900
907,10550
3716,13750
16951,2995
13950,10495
1284,9998
2777,7760
1365,17401
12253,10170
1272,10998
12608,10800
6199,7490
14665,9499
8945,9700
10233,12995
978,10498
15898,11000
4241,10698
2405,11998
17871,10000
5062,15960
10929,11499
5359,8780
14053,10990
9541,9000
8922,9277
6869,14798
7556,14998
7660,8500
8726,8990
17890,17495
13394,11500
13119,9250
15700,10495
12100,11899
4288,5572
16765,13499
14569,8649
6397,12448
5758,16407
7434,9995
7317,7500
15758,6489
4802,6998
17324,6490
1687,9300
8407,16629
1337,13210
11882,13800
4189,10698
15524,12000
1286,7998
529,9950
446,8998
6803,16499
12312,12200
13590,4500
14766,17999
10323,17991
12460,12495
12630,18800
5181,18998
3273,14177
16251,5795
4619,6597
3204,9891
3869,9890
9332,10600
6109,19698
8678,12000
2433,10798
12157,16570
17761,2695
7764,8100
2816,8950
14951,7200
11969,22500
13319,15200
7328,7399
12981,18500
13499,19500
3392,16010
8219,14000
6669,9537
7847,10591
7306,16498
4041,18000
15691,9689
7199,17000
3093,17998
2366,7250
268,13698
9017,9000
13944,19800
17508,8700
2194,7995
13076,11100
4767,10597
4831,10998
10463,14560
1479,21350
5565,17217
15687,3495
16687,15549
3151,17498
13616,8980
16146,11250
17162,4290
12061,11990
5757,7491
1631,16420
4786,10798
4220,10329
10234,13491
12766,11200
2197,19194
11822,12899
7680,15500
9510,8900
11311,9699
1527,15590
8081,12500
10869,11499
9643,9500
15273,8789
3223,17337
15613,9000
12551,11950
8854,11000
17883,12299
10714,13995
17008,11500
12324,15500
13213,8900
11031,9999
461,14498
5876,6491
16411,9299
16531,11999
3137,7695
5572,12495
12365,18500
4121,10995
516,12490
9130,6990
2238,15495
16713,2975
8207,10698
8541,14995
13148,16000
14368,895
5739,11951
15489,12500
12951,12250
2317,7495
2664,10250
2739,13195
4433,7991
3511,14900
12114,8250
6243,7295
17693,14145
1878,5998
8983,9999
10610,11679
10324,10060
10015,16995
5856,11000
11136,13950
3774,10999
3830,8990
17273,15495
6111,17998
3748,13999
1204,16500
14625,10999
4983,13000
6577,8982
15526,19000
486,5950
6736,7995
6010,18395
1818,11450
5645,13291
4739,8997
12945,7995
6962,16995
2886,6790
783,6498
16286,7299
15374,10789
17668,6950
2341,7950
13747,20990
7702,12499
15563,15000
14711,13999
14244,17988
2959,8650
9579,29000
7018,15671
3764,16995
15804,9489
5748,11800
8473,13299
237,15500
17915,18999
11963,33000
17100,12990
1374,14070
9634,6650
12405,10100
15633,9000
11428,7300
16074,15900
2731,10463
7549,8995
7704,10999
5419,7691
3915,9890
14199,7552
13915,18200
12591,19500
1559,10298
17815,17999
8489,10550
10707,18999
1304,12720
7623,12792
5338,13567
6246,16000
3826,11350
15757,8900
2703,7500
2676,19298
17611,6995
7611,12691
17769,11499
15407,17000
79,6990
136,8295
8771,14000
7259,8498
13904,9695
16340,11325
3637,9191
17530,7688
17240,5795
1206,8698
12941,14000
14347,18499
14636,7511
9438,8700
1884,7820
11704,18499
12162,16990
1904,16998
5291,8490
12810,11320
4297,18298
14015,15500
8202,10498
15557,9800
17464,11400
8902,10700
13618,9980
2778,16280
7030,20999
3547,18999
10045,13795
437,18500
9443,7995
8503,13000
9613,17400
9707,14800
12736,9999
456,17698
5721,9995
8061,17900
752,15498
8596,9839
6573,10982
9045,6400
15938,9999
9253,10600
346,11489
2859,11000
3627,16950
10597,11495
8672,11990
4184,10498
2948,16990
50,9330
1941,12498
14276,8466
7834,14594
17338,8490
4754,13660
2032,11798
13195,14750
4129,14990
2556,20700
14828,25999
6727,12498
4605,11450
17294,18195
9792,6000
4224,10250
14185,8100
13420,10500
8805,8000
9002,18500
5054,15760
12998,13000
9944,11975
137,7995
15889,8289
13615,15480
16499,8395
10637,17495
11093,11257
16188,1095
1743,13998
3038,6991
12269,16400
17059,5498
12769,11499
378,5330
643,12891
9841,11995
9343,15995
8545,15995
7158,8995
15127,10499
14717,16799
7286,9995
9623,19500
5776,30500
16746,14999
11941,11500
9732,13250
5111,5207
10860,11299
1012,9000
8937,11400
17320,8990
3641,17500
15363,12500
5788,8595
10138,17399
507,12998
1668,9950
13860,5490
9161,6498
5783,15330
15627,7000
13650,6495
14794,9499
15151,11600
1740,11498
5326,10650
13253,12500
16683,11995
8959,15500
14459,8470
12301,10500
8898,18100
13987,11800
2588,9000
1652,10140
9306,11495
11393,8199
14536,15500
15544,12300
9985,7995
14561,7299
4428,14450
17202,11494
7792,11140
10257,12791
16224,7750
5954,16295
7777,17350
7589,11200
76,17920
3886,10497
12436,18995
7875,9495
2348,17690
15125,13699
7920,11750
1339,8690
12870,10970
11292,17499
17828,14899
3308,18500
5248,10491
11694,8999
10765,7750
10868,24999
14574,9499
15508,10500
17862,15500
17579,16000
1549,8071
3473,8650
463,11998
9328,10600
8411,8100
6769,13500
14803,15999
14310,9699
1263,13498
11313,18000
9921,19995
6290,6390
1954,8374
273,9995
9104,10995
1027,13998
7522,18030
3660,11450
12731,19499
9108,14795
1191,16700
10771,15499
8001,20447
7281,7298
3432,7500
6294,8600
574,7498
3574,10990
11652,15299
9074,10295
1267,16937
10887,20999
8482,14995
10982,10500
6882,9400
3982,10797
3017,10191
1550,9480
14233,8500
13469,3695
15735,9388
9238,14500
7455,11124
6817,13999
6821,9700
13134,36000
17027,16990
10742,16195
13090,13900
6673,6800
11135,17280
16723,7995
13025,13990
7493,5489
11794,7599
15771,9289
7848,12691
16649,10000
8047,9400
1521,15150
3736,12750
1817,15750
1341,7491
9459,13589
5942,7795
8217,14200
9241,22000
17233,7795
1440,11998
15924,7899
5094,8391
14857,10000
7232,10500
16392,1895
11440,13699
5612,8291
6130,17998
13251,12950
16057,18490
15615,9000
11553,16499
16089,6995
8833,12750
15983,7495
3048,7800
12313,12000
4321,12990
11762,5750
10304,17997
11257,16699
1008,12698
13306,10500
14294,7599
13848,5888
4612,14250
11084,12000
13957,8800
9387,12900
87,12698
16819,5799
6507,11000
13870,6977
17068,16000
17564,19000
16034,14312
3932,11350
4226,10750
12628,14350
4525,15450
8823,9710
7365,17795
5649,13800
8477,10295
481,18999
13095,23750
15950,7099
5916,15450
8707,11500
7441,18995
13078,11499
5978,16295
1298,11460
3806,14997
15624,8000
9004,14600
4856,15290
13596,16450
4469,8950
3245,12000
3690,7450
12133,9500
294,13498
6699,11300
12724,10499
11082,12000
8769,25000
10802,15999
1392,9400
4275,12000
17333,9995
5334,10240
14659,9360
13861,9990
17157,9995
13544,3000
5684,14000
12339,16500
12090,14790
6517,21975
3188,13130
14831,10499
450,7895
5163,4989
15647,9300
4829,8290
10979,15199
4249,16601
2017,15990
9688,10990
3026,8891
5786,8750
12369,15500
2362,11450
13203,21000
7531,10498
16710,9975
2056,18795
14402,12599
15518,14000
4219,6990
4194,12000
5829,13800
12956,26500
3388,6451
985,9000
4510,15910
14604,7349
6479,15000
10368,10495
11520,9920
7131,13995
12760,11000
16914,13499
8741,12750
17096,8500
8982,9200
11555,9499
7013,10499
11041,9995
2230,16990
10881,25399
2943,16698
8397,8591
5976,15295
6579,10145
2541,17498
475,12489
7472,15480
10451,16630
10244,21222
14261,8225
15952,9199
17473,8200
14092,6990
5189,15590
8504,12250
714,18998
2014,5998
2171,20359
16656,8995
11729,9750
7361,6699
15090,8500
7376,7299
9852,20000
5770,21400
16912,7769
2894,17520
15310,9689
15070,7600
4013,8465
528,9950
7943,12890
7901,9130
10602,11180
13138,19995
13206,11000
85,14398
17920,13499
16300,15795
2,14000
10476,8199
1236,8700
13174,10990
3288,10798
16917,12250
6027,17990
7289,12995
15988,10499
1516,9850
4536,15750
8812,17000
3256,19100
14925,10500
13315,14750
3731,17290
3192,16930
8580,6990
3084,20890
17430,7495
10335,8560
11706,15199
15760,11589
8109,6990
6277,10490
17345,1999
12300,20700
5576,9291
15756,9000
9437,15140
8044,11200
17940,15799
16882,9899
9971,13225
16070,10999
11379,9500
15379,10989
8706,10500
14904,7000
16476,11289
6148,16695
17428,10995
10840,16999
12921,8500
8992,22000
14228,9495
4684,17725
5142,8590
7948,19897
14999,14799
14514,12491
13443,21000
14645,10295
15123,19199
1958,9498
11817,16699
123,21995
6338,4942
2617,10495
17784,16250
7095,13090
5371,14450
15781,17500
13481,2595
12434,22495
9477,18800
1518,10700
16633,17495
14139,12999
17391,17000
4819,17997
17629,9900
9450,15995
10897,19299
3150,10498
6770,13500
6494,6600
12023,11800
3240,12520
1062,9247
16527,20995
12283,17400
12084,15490
11488,18999
649,7498
9055,12250
8213,16999
1529,8600
3471,7780
11909,10995
6160,17999
629,12998
4196,13250
15344,10000
207,10998
16785,10499
570,12498
6868,12698
15519,11000
14908,12999
1258,7998
8162,17300
4971,15000
8449,16499
13297,15750
6075,9850
9481,21200
14584,6913
5329,18497
1896,18750
13345,8500
4002,14500
16617,7499
2856,6590
5286,9791
15902,12699
1096,7495
17398,11000
4065,11298
9263,20000
12471,15000
8126,16495
15220,15489
13280,9695
14453,6840
17474,10700
4963,18998
2658,18798
7220,7490
8893,18995
16222,3450
14476,19997
9129,8292
3479,6275
13137,16000
8551,15320
11854,9699
16364,5328
5250,9691
15334,18800
12126,13270
2984,16770
8280,6999
11309,19799
2898,16720
2390,11995
13327,16000
9591,9000
4347,10498
14385,17999
16295,8995
16149,9800
13080,10795
3082,19160
3582,27499
7973,10908
12273,17000
10559,10590
7782,9330
3575,10990
13814,9999
10916,18999
4774,15550
12689,15400
5342,20390
17734,7695
7952,18991
12026,10000
14467,3995
13304,12600
7858,14500
7464,13495
13542,2799
3612,12812
994,7000
8513,21790
16528,8000
1843,24250
1625,15995
15372,16289
15196,11489
407,17298
13954,15000
11158,8899
8952,11000
4178,10000
9857,13000
15813,7890
9044,16000
15210,10489
1730,10468
356,11999
10538,12479
8421,12499
4269,14000
15962,7468
2428,5798
5436,8291
2844,12590
7010,16000
12670,17500
7713,19499
8112,7200
17336,10495
2958,8550
7805,21197
6880,9000
1564,8998
3839,9997
1845,16000
9501,8000
14797,22999
363,10998
6177,13785
2785,12490
17620,8600
7476,17170
782,7498
8180,13995
6367,22450
225,9998
17359,11890
11581,8700
3780,18400
13363,15800
12240,6200
6732,9995
12443,9490
8445,12679
10794,15999
15403,10000
12448,17000
17234,8495
16526,15795
2564,18300
10028,19795
3507,18497
17729,19000
10831,18699
10680,17979
17306,2950
7023,15000
1862,9798
16449,11599
5710,8351
9578,17000
4213,16698
12406,16500
3605,15591
8839,9950
13532,19480
662,8298
6022,11490
17892,14799
11154,11500
12519,10750
17062,17490
16814,8759
10588,24979
12182,8295
17337,10490
4048,10497
17181,12249
4566,11999
15354,7800
15635,6500
6788,8899
7169,23570
11775,18495
8589,7669
17640,9400
250,17298
5887,9031
9640,21500
9781,9000
3187,4990
6113,18998
11142,15899
4148,10498
14963,16500
10506,12995
276,8998
14246,5192
2265,39990
13845,3699
903,16640
8221,9999
13759,7429
11010,9486
17245,11495
6360,16325
3626,8120
16228,15995
15056,12500
8286,7499
7369,14999
2955,8250
7348,13850
9232,10995
149,6995
519,12498
6719,12298
9301,10360
3164,27890
8841,14995
10814,19999
13198,16500
998,10850
10922,15000
10638,16500
9047,29499
4330,12350
12688,10500
12662,7950
3659,10850
12866,11000
8363,9599
6252,9495
14441,8640
9986,17995
6602,9557
1051,16998
4503,5890
17507,11500
951,17500
16697,6995
1059,5999
14861,6495
13891,10000
12366,10800
5220,10600
16802,7499
4073,17495
9099,15699
4177,14700
5481,6791
14720,15999
13997,6850
774,11498
12137,10999
8790,11000
9899,7700
8915,6999
7628,11399
13729,7830
7769,9998
5689,15360
517,6490
10807,14699
7243,20000
16510,15598
4371,14287
17591,9000
4937,9397
9425,8895
10517,19610
4395,10450
9249,15240
9098,15499
5350,10302
13005,10899
1840,13600
17189,5995
911,10930
539,7998
15618,8000
6836,10998
2804,9463
12123,11370
11995,15000
15254,7389
9382,5495
6922,12500
8573,10270
6613,9098
9096,10799
1248,11698
14968,9400
13265,11250
10943,17499
13528,16980
2671,15500
2447,17698
16461,7975
16924,18500
16210,18750
1425,14500
13931,12000
11750,18250
7725,11498
6706,6220
10550,16979
4011,6250
2243,8450
3468,17520
2615,13091
15329,10300
8628,14290
5543,21810
11323,11999
17217,17795
8806,23000
13734,8849
15639,7695
11445,18299
2122,14200
12202,17970
11307,12499
11374,14499
7090,11250
3499,12241
13160,15000
1371,8798
6644,10995
4462,10250
12547,17500
10723,18995
4190,11698
6786,10600
7073,19000
16540,13999
5799,13900
9341,9995
2421,7998
14272,9999
7622,10484
11619,16499
842,17630
9871,12020
7015,10999
900,8998
15731,16489
157,20495
2870,8995
6904,13998
7378,9499
8641,25990
16642,5399
15594,10300
547,13498
11539,19990
10262,25991
2975,7400
8335,12999
9156,15800
13339,9790
6519,20450
6540,10380
15516,10000
16281,1695
2571,7250
6919,7798
8809,14000
17805,25695
11493,14500
13099,15900
2484,16998
1400,9298
5771,21400
1794,29000
3838,16797
17783,7500
17034,9275
8321,13999
14383,6826
15348,11000
15430,10300
6628,18999
2720,8000
2769,5000
11689,16000
9580,19900
1489,8763
5907,18090
9793,7250
16777,8549
15850,8689
6062,13790
7460,11529
15694,9850
644,10447
6864,16998
3593,22992
10811,18499
3648,15590
4539,9660
13252,11950
1643,11240
9126,21600
2466,11698
13181,20400
10779,11995
282,15984
15554,7400
14450,10999
10575,8499
8316,11499
3083,18791
8091,16900
471,18999
868,9798
14388,11589
12252,15970
2851,8500
4815,15397
8909,6795
10770,9999
15643,8100
7617,17295
5926,6591
3667,8980
568,18498
17226,8999
7626,14999
5652,15390
14300,8524
3251,10200
1316,8080
3322,15290
3366,16491
14500,7991
10642,14995
6744,21995
6334,15890
6996,8300
12738,15499
11069,16200
2977,10187
16170,18499
9357,7495
11244,12000
10011,16995
3260,12490
464,14000
9407,6995
4313,9998
1728,18300
3338,15660
15774,9889
8690,17200
64,17498
9488,12900
5492,19210
3859,9690
6580,14971
9539,15200
1436,13567
593,11698
12836,8170
4693,6702
1508,8900
6009,12295
6021,27853
15654,9000
11633,11490
9239,16700
17434,6494
11034,9990
14859,8000
1968,5622
4006,16500
7257,10698
17385,10500
3858,10990
8095,9900
14281,19223
13826,9690
17918,13499
880,9000
9511,11000
12977,9795
15814,9990
11657,18499
176,9495
11003,10499
8439,15500
6538,8467
17259,9695
4909,10000
548,8498
7669,15495
4904,8500
3280,10498
1315,8791
3059,7643
7851,11591
822,17298
1452,9791
10662,12000
7627,9897
15798,18400
15523,18000
4030,15500
16927,10250
17651,7995
298,11798
1815,18500
3405,12830
14052,4490
16517,2495
8836,19500
6078,13500
17722,9500
1252,5998
391,15995
11848,10991
12821,12600
5768,8499
5814,10890
10654,11495
13243,23700
15271,15289
11884,9000
15313,21700
286,17994
8813,10000
3545,10990
10088,9995
10266,10491
3683,19500
16448,14699
354,29998
4052,7695
10986,20499
17318,7499
1632,18300
10486,9979
14491,6470
14525,7492
17196,11295
17397,8500
2425,10998
15695,14695
6906,13698
9366,8995
7824,9760
1767,15750
6161,10499
17661,12700
5868,7998
8974,20500
1401,18798
8881,10380
4849,9660
11442,12899
11017,21199
11107,17500
13395,20000
6724,8498
271,15984
17584,7200
7694,10200
1849,8500
9529,13500
5441,16890
3143,14995
15785,7989
9101,15250
6680,13500
12329,14800
17281,5495
17557,13000
11078,12840
11550,14499
13489,9995
14671,9499
11286,19899
8080,10200
4943,13990
16798,7450
13905,7495
5541,8271
12081,11990
116,11998
10605,13300
11167,15699
13493,9295
4126,7795
9484,12500
3527,10998
1198,6998
8560,7771
9311,6950
8782,13495
17536,10800
17612,9995
1710,11618
11356,5750
4229,7000
1932,12000
14499,2694
11842,11795
17163,9990
14463,6940
16650,12195
726,16998
1806,18900
10558,11000
16801,12450
13000,13950
7814,16000
3577,13790
2560,5480
451,18390
12275,9500
6549,9290
17842,16500
1601,7990
13451,20690
7898,10167
3639,13790
8680,13790
15515,11000
9939,14695
15836,4799
117,8998
6322,15750
8698,10000
11531,12399
7515,6298
6599,9900
10133,13799
5453,9991
694,7798
16305,8000
4365,8137
5214,13060
15004,18999
17053,5499
871,8798
8222,9799
7261,9000
16349,2799
9175,10995
8045,9900
8067,11000
9138,13900
1929,8395
6651,18100
16172,14999
3490,11460
6013,12795
11458,13299
12669,17800
16489,7249
6564,9995
13384,7290
7738,6950
228,8998
15126,15999
9248,10600
8447,8629
2763,8930
12725,9999
2932,5860
17659,8800
7392,9795
17384,12000
3586,18490
8185,18998
10373,12790
10579,10050
11338,10199
6977,27995
1725,22995
9615,11000
13978,9900
14661,13999
2393,13990
8034,15000
7343,9760
4720,11951
13727,10991
16861,11500
2973,7690
5657,16990
5041,16798
2861,12638
5339,7467
7865,5700
1342,10291
53,8495
13068,16490
6429,20450
9733,10150
2116,9290
1463,6475
13890,13000
14939,12798
13744,9595
8135,11300
1998,16698
8963,6000
14934,7500
12794,19499
5489,8470
56,19995
1717,7540
427,11800
7045,9499
10639,9500
1359,21228
9321,17500
11809,18250
16524,6599
10017,10195
1753,18998
16405,3995
14785,9299
2740,7700
12096,18999
2900,13140
14995,8999
3908,8750
7034,9499
12311,15500
1715,8998
3067,12495
14799,10999
9788,17390
16491,6699
6247,10000
2647,12698
11153,11000
13380,10250
16536,6399
12614,45250
13751,7495
13687,7990
602,11990
86,8998
4475,7950
17437,795
654,11498
17317,7499
3876,11997
8725,15500
789,13498
1919,9780
1247,7998
7088,11450
10759,17499
6875,12000
14509,6391
748,13298
12886,9900
8614,6830
16422,9295
17812,11000
15555,12400
7443,13495
7788,11930
541,17998
1478,12161
11747,11090
2220,8790
2240,7995
5372,10590
13061,10499
14324,10798
2387,17498
13060,15490
8422,8499
5050,10495
10320,15860
15404,9000
5223,9291
14295,15400
9843,16495
3279,11498
14460,5270
3375,15700
15275,19989
7944,9380
16467,12799
11262,15000
776,14798
1355,20156
6001,10990
15955,16499
1645,9750
13933,8300
12260,19570
16832,7990
5875,19110
336,15498
5921,16690
16287,7690
17766,16950
13322,10000
6797,9998
11469,18799
713,10998
10660,19000
2970,7995
2467,13498
14630,18700
7528,8600
1222,8640
2855,10260
6659,16299
4695,10142
7359,6299
13316,22750
15706,13000
16709,5994
15267,10200
17435,6495
2607,23880
15173,14989
5728,16070
2156,16500
13273,23890
6366,17250
12971,8732
14632,15510
8516,19460
12087,14790
13772,14171
11074,13880
8171,8470
16895,11799
7915,8540
9496,16230
15097,17499
7564,15650
3042,16460
9493,7511
4314,9500
17650,14995
12829,10000
9747,11000
2301,5490
14583,11913
2142,12990
22,10500
13722,11290
10215,13250
13609,12500
17067,12495
9810,9300
15157,15295
12004,13500
13199,12000
7667,12500
4542,19766
8115,10500
6431,16875
3629,10591
9461,11728
6589,9991
17511,9100
13413,8000
5746,9500
12639,20500
10414,15490
6691,17500
8984,6977
12506,9395
1113,9221
15946,7499
9561,12317
11471,15499
7403,10695
9526,10800
6648,15700
6928,10495
14722,16998
10230,10333
15186,7100
2324,9798
5616,10540
15984,9195
11929,6987
11973,11100
12208,8250
1041,13995
4298,19498
11535,13899
1893,16998
4985,21000
17179,8495
3437,8295
16050,8995
6747,10495
6521,6760
9754,18200
3068,7995
2361,11450
3757,8999
17069,7780
14416,7676
2109,6995
13871,8977
9250,13610
3794,9690
14176,8495
1477,14740
12989,23400
1956,7678
16993,20450
7301,8695
7311,8895
11975,9500
2722,9823
3165,8662
9995,12995
934,12500
10076,7995
9117,7995
12567,12500
2026,5995
5651,19730
17836,7500
1611,7160
13980,7200
1383,17520
7424,12999
13449,13290
6051,10950
2091,17990
8682,18591
615,9698
16984,4295
14309,7499
16920,8799
10508,12295
5580,10250
6595,10080
17895,10999
9038,10500
5409,18890
8885,10699
14218,8450
6969,8792
6704,6191
2064,11295
10754,17750
15692,10998
7648,10000
13903,17995
15685,1795
4740,9897
891,8150
11276,8499
16000,16450
17683,4045
16180,14795
7595,6800
4921,18990
5779,19000
11447,11299
16799,4450
1597,12570
16456,7667
1792,7798
8951,10500
7744,17499
15062,13000
17195,15895
5510,12810
17403,19500
3853,9997
16445,5495
13465,3495
9348,7500
7559,17320
17150,13500
11885,9750
16666,8999
2961,14750
14543,9739
5332,9891
1883,16598
14909,10999
10874,10999
5581,17990
15640,11695
15476,9500
10624,15540
533,9998
7953,6891
749,10498
7486,5991
7576,9991
6127,8139
13207,11900
1224,17530
2570,9000
8097,17300
9031,17500
14421,6490
12073,15700
5563,14990
7639,17782
14039,10490
12680,14299
3831,16950
15870,7599
16274,11495
13834,1954
11753,10250
16227,18295
7760,6800
1419,14990
11829,13899
15590,8500
2646,7470
460,9998
13791,5400
17808,16500
8332,18999
14945,20999
17091,9650
567,8000
8935,10500
15132,10200
11915,13995
14523,7793
13121,10500
4970,15500
13837,7651
12361,17700
15549,9400
8604,17995
4746,10497
11319,15000
13519,15495
7250,13442
1800,17498
16664,12339
4871,16290
2897,5991
15201,12299
13965,9100
7043,7999
9178,16995
4141,9998
17619,8800
10721,16950
7857,10000
10228,16666
3175,6498
9338,13300
17618,9600
1614,7700
14815,11999
6128,7695
9711,10000
9506,13500
9384,12995
3959,8700
2165,4499
3550,14490
5285,7130
15340,10500
4309,9998
2472,11198
4675,16850
17690,17945
